1.3753e+09,7.8996e+07
1.3753e+09,7.9002e+07
1.3753e+09,7.8217e+07
1.3753e+09,7.8646e+07
1.3753e+09,7.8437e+07
1.3753e+09,7.907e+07
1.3753e+09,7.9682e+07
1.3753e+09,7.8917e+07
1.3753e+09,8.0366e+07
1.3753e+09,8.0235e+07
1.3753e+09,8.1302e+07
1.3753e+09,8.1498e+07
1.3753e+09,8.2194e+07
1.3753e+09,8.2259e+07
1.3753e+09,7.9926e+07
1.3753e+09,8.1012e+07
1.3753e+09,8.4175e+07
1.3753e+09,8.4333e+07
1.3753e+09,8.2991e+07
1.3753e+09,8.4148e+07
1.3753e+09,8.6094e+07
1.3753e+09,8.4545e+07
1.3753e+09,8.31e+07
1.3753e+09,8.1684e+07
1.3753e+09,8.0977e+07
1.3753e+09,8.1604e+07
1.3753e+09,8.1362e+07
1.3753e+09,8.0885e+07
1.3753e+09,8.1555e+07
1.3753e+09,8.1304e+07
1.3753e+09,7.9262e+07
1.3753e+09,7.8832e+07
1.3753e+09,7.8999e+07
1.3753e+09,7.7737e+07
1.3753e+09,7.5233e+07
1.3753e+09,7.6019e+07
1.3753e+09,7.4705e+07
1.3753e+09,7.4697e+07
1.3753e+09,7.4258e+07
1.3753e+09,7.3648e+07
1.3753e+09,7.2812e+07
1.3753e+09,7.0946e+07
1.3753e+09,6.9918e+07
1.3753e+09,6.8201e+07
1.3753e+09,6.7203e+07
1.3753e+09,6.7107e+07
1.3753e+09,6.4189e+07
1.3753e+09,6.3964e+07
1.3753e+09,6.2272e+07
1.3753e+09,6.0607e+07
1.3753e+09,5.996e+07
1.3753e+09,5.9519e+07
1.3753e+09,5.8009e+07
1.3753e+09,5.6958e+07
1.3753e+09,5.6095e+07
1.3753e+09,5.4346e+07
1.3753e+09,5.2595e+07
1.3753e+09,5.2607e+07
1.3753e+09,5.1679e+07
1.3753e+09,5.0407e+07
1.3753e+09,5.0749e+07
1.3753e+09,4.8807e+07
1.3753e+09,4.804e+07
1.3753e+09,4.946e+07
1.3753e+09,4.6943e+07
1.3753e+09,4.5427e+07
1.3753e+09,4.5427e+07
1.3753e+09,4.5427e+07
1.3753e+09,4.2537e+07
1.3753e+09,4.1599e+07
1.3753e+09,3.9409e+07
1.3753e+09,3.7758e+07
1.3753e+09,3.7137e+07
1.3753e+09,3.6464e+07
1.3753e+09,3.5958e+07
1.3753e+09,3.6548e+07
1.3753e+09,3.4685e+07
1.3753e+09,3.4808e+07
1.3753e+09,3.3816e+07
1.3753e+09,3.2965e+07
1.3753e+09,3.2139e+07
1.3753e+09,3.2137e+07
1.3753e+09,2.9932e+07
1.3753e+09,2.9299e+07
1.3753e+09,2.8325e+07
1.3753e+09,2.823e+07
1.3753e+09,2.9449e+07
1.3753e+09,2.7845e+07
1.3753e+09,2.7496e+07
1.3753e+09,2.681e+07
1.3753e+09,2.681e+07
1.3753e+09,2.6446e+07
1.3753e+09,2.7551e+07
1.3753e+09,2.7169e+07
1.3753e+09,2.5366e+07
1.3753e+09,2.6957e+07
1.3753e+09,2.7766e+07
1.3753e+09,2.799e+07
1.3753e+09,2.7936e+07
1.3753e+09,2.7251e+07
1.3753e+09,2.7756e+07
1.3753e+09,2.8135e+07
1.3753e+09,2.8704e+07
1.3753e+09,2.8295e+07
1.3753e+09,2.8943e+07
1.3753e+09,2.8029e+07
1.3753e+09,2.7732e+07
1.3753e+09,2.819e+07
1.3753e+09,2.6756e+07
1.3753e+09,2.7e+07
1.3753e+09,2.8751e+07
1.3753e+09,2.826e+07
1.3753e+09,2.724e+07
1.3753e+09,2.8315e+07
1.3753e+09,2.6948e+07
1.3753e+09,2.6807e+07
1.3754e+09,2.8461e+07
1.3754e+09,2.7452e+07
1.3754e+09,2.7024e+07
1.3754e+09,2.8304e+07
1.3754e+09,2.7551e+07
1.3754e+09,2.734e+07
1.3754e+09,2.9408e+07
1.3754e+09,3.0793e+07
1.3754e+09,2.93e+07
1.3754e+09,2.9414e+07
1.3754e+09,2.9016e+07
1.3754e+09,2.9799e+07
1.3754e+09,3.1561e+07
1.3754e+09,3.1609e+07
1.3754e+09,3.2175e+07
1.3754e+09,3.3526e+07
1.3754e+09,3.3735e+07
1.3754e+09,3.404e+07
1.3754e+09,3.4481e+07
1.3754e+09,3.4086e+07
1.3754e+09,3.406e+07
1.3754e+09,3.6322e+07
1.3754e+09,3.6585e+07
1.3754e+09,3.8112e+07
1.3754e+09,4.0036e+07
1.3754e+09,4.1302e+07
1.3754e+09,4.085e+07
1.3754e+09,4.2028e+07
1.3754e+09,4.3155e+07
1.3754e+09,4.2669e+07
1.3754e+09,4.3982e+07
1.3754e+09,4.3758e+07
1.3754e+09,4.4785e+07
1.3754e+09,4.5963e+07
1.3754e+09,4.6141e+07
1.3754e+09,4.9379e+07
1.3754e+09,5.0978e+07
1.3754e+09,5.0311e+07
1.3754e+09,5.1491e+07
1.3754e+09,5.1081e+07
1.3754e+09,5.2144e+07
1.3754e+09,5.3471e+07
1.3754e+09,5.4805e+07
1.3754e+09,5.5128e+07
1.3754e+09,5.679e+07
1.3754e+09,5.7664e+07
1.3754e+09,5.8008e+07
1.3754e+09,5.9116e+07
1.3754e+09,6.0258e+07
1.3754e+09,6.218e+07
1.3754e+09,6.2749e+07
1.3754e+09,6.2279e+07
1.3754e+09,6.3664e+07
1.3754e+09,6.4717e+07
1.3754e+09,6.5921e+07
1.3754e+09,6.5451e+07
1.3754e+09,6.5984e+07
1.3754e+09,6.6648e+07
1.3754e+09,6.6965e+07
1.3754e+09,6.816e+07
1.3754e+09,6.9405e+07
1.3754e+09,7.0248e+07
1.3754e+09,6.8734e+07
1.3754e+09,6.8677e+07
1.3754e+09,6.8578e+07
1.3754e+09,6.8578e+07
1.3754e+09,6.7954e+07
1.3754e+09,6.8935e+07
1.3754e+09,6.8714e+07
1.3754e+09,6.9887e+07
1.3754e+09,7.1399e+07
1.3754e+09,7.1358e+07
1.3754e+09,7.0158e+07
1.3754e+09,7.106e+07
1.3754e+09,7.3316e+07
1.3754e+09,7.1417e+07
1.3754e+09,7.3327e+07
1.3754e+09,7.2351e+07
1.3754e+09,7.1719e+07
1.3754e+09,7.2886e+07
1.3754e+09,7.378e+07
1.3754e+09,7.4276e+07
1.3754e+09,7.5965e+07
1.3754e+09,7.5582e+07
1.3754e+09,7.5538e+07
1.3754e+09,7.7136e+07
1.3754e+09,7.6119e+07
1.3754e+09,7.4859e+07
1.3754e+09,7.4521e+07
1.3754e+09,7.5722e+07
1.3754e+09,7.4361e+07
1.3754e+09,7.434e+07
1.3754e+09,7.624e+07
1.3754e+09,7.481e+07
1.3754e+09,7.5727e+07
1.3754e+09,7.7141e+07
1.3754e+09,7.6085e+07
1.3754e+09,7.5934e+07
1.3754e+09,7.643e+07
1.3754e+09,7.5278e+07
1.3754e+09,7.3709e+07
1.3754e+09,7.5101e+07
1.3754e+09,7.5522e+07
