20.48,81.917,201.92,120
20.51,80.525,200.53,240
23.34,80.848,200.85,360
23.3,80.342,200.34,480
23.27,82.52,202.52,600
25.12,83.693,203.69,720
25.12,84.648,204.65,840
25.1,83.98,203.98,960
29.77,83.062,171.41,1048.4
31.07,84.289,0,964.06
32.69,84.867,0,879.19
30.5,87.387,0,791.81
30.5,87.292,0,704.52
31.68,85.13,0,619.39
31.53,84.786,0,534.6
30.12,87.313,0,447.29
30.13,87.285,0,360
28.78,86.631,206.63,480
27.67,86.884,206.88,600
28.34,85.237,205.24,720
25.07,85.964,205.96,840
20.16,87.518,207.52,960
20.14,88.269,208.27,1080
28.48,88.305,208.3,1200
31.21,87.584,0,1112.4
30.98,88.176,0,1024.2
31.04,86.281,0,937.96
31.22,86.839,0,851.12
31.22,84.84,0,766.28
31.15,86.289,0,679.99
30.14,85.649,205.65,799.99
30.14,86.1,206.1,919.99
30.41,85.291,0,834.7
30.41,84.244,0,750.46
30.37,83.371,0,667.08
29.74,81.995,201.99,787.08
30.11,80.805,200.8,907.08
30.14,80.871,200.87,1027.1
31.04,80.251,0,946.83
31.65,80.418,0,866.42
31.89,78.167,0,788.25
31.07,76.859,0,711.39
30.11,74.81,194.81,831.39
30.14,72.309,192.31,951.39
30.14,72.377,31.208,910.22
30.14,70.221,0,840
30.11,68.613,188.61,960
29.75,66.597,186.6,1080
30.12,63.306,183.31,1200
31.15,64.436,64.436,1200
31.65,61.009,61.009,1200
31.84,58.634,58.634,1200
32.53,58.896,0,1141.1
32.15,55.754,114.65,1200
32.53,57.354,0,1142.6
33.69,54.643,0,1088
32.68,53.902,0,1034.1
32.18,50.919,0,983.18
33.19,49.569,0,933.61
32.11,48.44,168.44,1053.6
32.59,47.637,0,1006
32.18,46.796,120.82,1080
30.17,46.992,166.99,1200
35.27,43.741,0,1156.3
35.18,42.688,0,1113.6
34.18,42.395,128.82,1200
37.44,41.176,0,1158.8
43.95,40.346,0,1118.5
43.58,39.016,0,1079.5
42.5,34.948,0,1044.5
44.93,33.646,0,1010.9
34.21,34.682,154.68,1130.9
34.24,34.985,104.12,1200
92.63,32.33,0,1167.7
109.11,32.428,0,1135.2
273.43,32.253,0,1103
273.43,31.477,0,1071.5
845.26,31.438,0,1040.1
841.57,30.406,0,1009.7
839.16,29.323,0,980.34
841.73,29.47,0,950.87
1577.5,28.899,0,921.98
1567.5,28.887,0,893.09
830.85,28.499,0,864.59
1593.7,27.976,0,836.61
84.77,28.281,0,808.33
61.66,28.807,0,779.53
74.64,28.128,0,751.4
84.82,27.801,0,723.6
85,27.979,0,695.62
75.3,26.602,0,669.02
74.63,26.247,0,642.77
55.11,27.058,0,615.71
55.26,26.074,0,589.64
63.06,26.276,0,563.36
84.69,25.904,0,537.46
85.24,25.57,0,511.89
47.87,25.396,0,486.49
34.93,26.45,47.769,507.81
47.63,25.388,0,482.42
49.96,25.321,0,457.1
101.21,25.246,0,431.86
88.68,24.509,0,407.35
569.14,25.197,0,382.15
794.47,25.327,0,356.82
562.24,24.337,0,332.49
72.33,24.811,0,307.67
44.27,25.391,0,282.28
42.83,24.442,0,257.84
45.86,25.076,0,232.76
49.27,24.821,0,207.94
85.33,24.809,0,183.13
46.81,26.098,0,157.04
46.37,25.392,0,131.65
49.32,25.113,0,106.53
49.37,25.469,0,81.063
45.82,26.504,0,54.559
35.62,26.442,0,28.117
42.44,28.117,0,0
31.41,30.354,150.35,120
35.88,31.41,0,88.59
49.95,31.934,0,56.656
34.31,34.812,0,21.844
34.31,34.725,113.45,100.57
38.58,34.627,0,65.94
31.77,35.61,155.61,185.94
32.75,35.176,155.18,305.94
39.62,36.244,0,269.7
49.9,37.745,0,231.95
43.67,37.768,0,194.18
42.05,38.388,0,155.79
42.01,38.354,0,117.44
43.55,38.271,0,79.17
43.91,39.094,0,40.076
34.31,40.076,0,0
33.28,40.226,160.23,120
33.25,41.477,161.48,240
29.7,42.735,162.73,360
29.73,42.229,162.23,480
38.2,43.046,0,436.95
37.96,43.978,0,392.98
26.45,45.118,165.12,512.98
30.04,46.682,166.68,632.98
31.46,47.398,167.4,752.98
30.45,48.611,168.61,872.98
34.54,50.45,0,822.53
39.63,51.207,0,771.32
44.45,53.096,0,718.22
41.76,53.735,0,664.49
42.33,53.672,0,610.82
41.72,55.387,0,555.43
34.51,56.193,0,499.24
32.75,56.673,176.67,619.24
34.54,58.978,0,560.26
41.11,60.396,0,499.86
40.17,60.002,0,439.86
39.94,60.57,0,379.29
34.27,61.121,181.12,499.29
41.98,61.075,0,438.21
41.84,62.378,0,375.84
34.27,64.118,184.12,495.84
34.27,64.566,184.57,615.84
39.07,65.698,0,550.14
34.24,66.315,186.31,670.14
33.28,69.187,189.19,790.14
33.31,69.727,189.73,910.14
33.28,70.423,190.42,1030.1
34.27,70.831,120.69,1080
33.29,69.833,189.83,1200
