25.64,79.21,79.21,0
24.48,79.726,159.08,79.355
24.78,79.355,0,0
23.62,78.557,78.557,0
21.04,78.249,78.249,0
18.45,78.091,198.09,120
17.1,79.763,199.76,240
17.19,80.626,200.63,360
17.21,80.019,200.02,480
17.16,80.183,200.18,600
20.94,83.051,203.05,720
30.28,82.731,0,637.27
25.1,83.956,0,553.31
25.3,83.948,0,469.36
23.64,82.132,0,387.23
24,85.134,0,302.1
20.99,85.876,205.88,422.1
22.84,85.806,0,336.29
21.01,88.564,208.56,456.29
18.51,87.58,207.58,576.29
20.98,86.732,206.73,696.29
18.45,86.861,206.86,816.29
21.03,85.833,48.233,778.69
21.09,87.038,0,691.66
25.96,87.305,0,604.35
29.95,87.524,0,516.83
23.69,86.335,0,430.49
23.7,86.386,0,344.11
23.44,86.483,0,257.62
23.58,87.904,0,169.72
23.6,86.179,0,83.541
23.42,83.541,0,0
20.95,83.313,83.313,0
18.7,82.971,106.71,23.737
18.69,80.945,200.95,143.74
18.7,79.511,199.51,263.74
21.09,80.298,0,183.44
18.64,79.308,199.31,303.44
20.96,76.813,0,226.63
21.01,76.423,0,150.2
21.01,75.861,0,74.342
21.06,74.342,0,0
18.51,72.523,72.523,0
18.39,71.686,71.686,0
17.28,70.07,70.07,0
17.16,67.64,133.7,66.062
17.16,66.062,0,0
13.65,64.536,184.54,120
21.01,64.235,0,55.765
13.75,64.288,184.29,175.77
13.61,62.861,182.86,295.77
16.74,62.159,138.99,372.6
17.21,61.259,0,311.34
13.6,59.875,179.87,431.34
13.6,57.484,177.48,551.34
13.66,55.86,175.86,671.34
11.36,53.65,173.65,791.34
11.24,51.227,171.23,911.34
16.8,50.257,0,861.08
11.28,50.902,170.9,981.08
18.45,47.417,0,933.66
21.01,47.621,0,886.04
12.6,46.757,166.76,1006
13.87,46.945,166.95,1126
17.41,46.042,0,1080
13.79,44.944,164.94,1200
17.28,44.183,44.183,1200
21.01,43.11,0,1156.9
21,43.797,49.743,1162.8
21.03,42.113,0,1120.7
21.05,40.723,0,1080
13.85,40.591,160.59,1200
23.17,38.476,0,1161.5
21.19,37.714,76.19,1200
22.13,37.244,37.244,1200
27.06,35.82,0,1164.2
27.09,35.022,0,1129.2
27.05,34.228,0,1094.9
36.08,33.466,0,1061.5
30.59,33.784,0,1027.7
29.14,34.141,0,993.54
28.68,34.006,0,959.53
29.02,33.167,0,926.37
20.63,32.928,152.93,1046.4
20.64,32.717,152.72,1166.4
24.34,33.839,67.474,1200
32.55,33.664,0,1166.3
31.4,32.465,0,1133.9
36.42,32.981,0,1100.9
35.17,32.245,0,1068.6
35.84,33.42,0,1035.2
37.14,32.482,0,1002.7
29.28,32.258,0,970.48
27.18,31.458,0,939.03
27.01,30.916,0,908.11
26.96,29.708,143.3,1021.7
32.53,30.871,0,990.84
32.56,30.836,0,960
24.42,29.933,149.93,1080
24,29.977,149.98,1200
27.31,29.616,29.616,1200
27.6,29.787,29.787,1200
142.66,29.598,0,1170.4
36.76,29.158,0,1141.2
33.14,29.354,88.11,1200
42.17,30.376,0,1169.6
50.55,29.164,0,1140.5
39.64,28.102,0,1112.4
39.31,29.117,0,1083.2
39.19,28.977,0,1054.3
39.19,29.804,0,1024.5
35.89,29.158,0,995.3
